delta,a_speed,a_position,b_speed,b_position
4.76837158203125e-06,0,0,0,0
0.05806446075439453,0,0,0,0
0.050252437591552734,0,0,0,0
0.05012965202331543,0,3,0,3
0.05007505416870117,0,18,0,19
0.050078630447387695,0,38,0,40
0.05010223388671875,0,61,0,62
0.05020618438720703,0,85,0,86
0.05009603500366211,0,112,0,112
0.050101280212402344,0,138,0,137
0.050127267837524414,0,162,0,162
0.0500941276550293,0,-173,0,-174
0.05008435249328613,0,-147,0,-149
0.05008387565612793,0,-122,0,-124
0.05010175704956055,0,-97,0,-99
0.05008339881896973,0,-73,0,-76
0.05009746551513672,0,-48,0,-51
0.05008745193481445,0,-24,0,-28
0.05009603500366211,0,0,0,-4
0.05008220672607422,0,24,0,20
0.05009794235229492,0,49,0,44
0.05009961128234863,0,73,0,68
0.050275564193725586,0,97,0,91
0.05012917518615723,0,121,0,115
0.05036306381225586,0,145,0,138
0.05008435249328613,0,169,0,162
0.050084590911865234,0,-168,0,-175
0.0502166748046875,0,-144,0,-151
0.050087928771972656,0,-119,0,-128
0.05008578300476074,0,-94,0,-103
0.050099849700927734,0,-71,0,-80
0.05008745193481445,0,-45,0,-55
0.05008530616760254,0,-21,0,-31
0.05011582374572754,0,3,0,-7
0.05019497871398926,0,33,0,22
0.050090789794921875,0,57,0,46
0.050327301025390625,0,82,0,70
0.05011272430419922,0,106,0,94
0.05009055137634277,0,131,0,119
0.050077199935913086,0,157,0,144
0.05007529258728027,0,180,0,167
0.050106048583984375,0,-158,0,-171
0.050070762634277344,0,-134,0,-147
0.050075531005859375,0,-111,0,-125
0.05006885528564453,0,-87,0,-101
0.0500941276550293,0,-63,0,-78
0.050139427185058594,0,-40,0,-56
0.050070762634277344,0,-17,0,-33
0.05006814002990723,0,6,0,-10
0.050086259841918945,0,29,0,13
0.05007004737854004,0,52,0,35
0.05006718635559082,0,77,0,60
0.05010366439819336,0,99,0,82
0.050069570541381836,0,122,0,104
0.05007743835449219,0,146,0,127
0.050074100494384766,0,168,0,150
0.05023789405822754,0,-169,0,173
0.05007052421569824,0,-146,0,-166
