delta,a_speed,a_position,delta_theta_a,d_speed,d_position,delta_theta_d
0.0729527473449707,0,68,6,0,21,5
0.05594778060913086,0,72,4,0,25,4
0.054440975189208984,0,77,5,0,30,5
0.05963897705078125,0,81,4,0,34,4
0.05608677864074707,0,86,5,0,38,4
0.05661344528198242,0,90,4,0,42,4
0.057382822036743164,0,95,5,0,46,4
0.055425167083740234,0,99,4,0,50,4
0.05495882034301758,0,103,4,0,54,4
0.05566263198852539,0,108,5,0,59,5
0.05205106735229492,0,112,4,0,62,3
0.0537419319152832,0,116,4,0,66,4
0.05270195007324219,0,120,4,0,70,4
0.052834272384643555,0,124,4,0,74,4
0.05321788787841797,0,128,4,0,78,4
0.0538632869720459,0,132,4,0,82,4
0.05330657958984375,0,137,5,0,86,4
0.054201364517211914,0,141,4,0,90,4
0.0546112060546875,0,145,4,0,94,4
0.054018259048461914,0,149,4,0,98,4
0.05261826515197754,0,153,4,0,102,4
0.05373072624206543,0,158,5,0,106,4
0.05341029167175293,0,161,3,0,109,3
0.05434465408325195,0,166,5,0,113,4
0.05491471290588379,0,170,4,0,118,5
0.053842782974243164,0,174,4,0,121,3
0.05529427528381348,0,179,5,0,125,4
0.05443429946899414,0,-178,1,0,130,5
0.061061859130859375,0,-173,5,0,134,4
0.05426740646362305,0,-169,4,0,138,4
0.05439496040344238,0,-164,5,0,142,4
0.05316781997680664,0,-160,4,0,146,4
0.05309176445007324,0,-156,4,0,150,4
0.053638458251953125,0,-152,4,0,154,4
0.05326223373413086,0,-148,4,0,158,4
0.05304884910583496,0,-143,5,0,162,4
0.05407285690307617,0,-139,4,0,165,3
0.05295896530151367,0,-135,4,0,169,4
0.05344200134277344,0,-131,4,0,173,4
0.05467987060546875,0,-127,4,0,177,4
0.05306744575500488,0,-123,4,0,-180,3
0.053360939025878906,0,-119,4,0,-176,4
0.052581787109375,0,-114,5,0,-172,4
0.07081770896911621,0,-109,5,0,-167,5
0.05317568778991699,0,-105,4,0,-163,4
0.053801774978637695,0,-100,5,0,-159,4
0.05351400375366211,0,-96,4,0,-155,4
0.05512285232543945,0,-92,4,0,-151,4
0.05336284637451172,0,-88,4,0,-147,4
0.05344438552856445,0,-84,4,0,-143,4
0.053457021713256836,0,-80,4,0,-139,4
0.0626375675201416,0,-75,5,0,-135,4
0.07362031936645508,0,-69,6,0,-129,6
0.04986166954040527,0,-65,4,0,-126,3
0.04942679405212402,0,-61,4,0,-122,4
0.04942607879638672,0,-57,4,0,-118,4
0.053208112716674805,0,-53,4,0,-115,3
0.04967617988586426,0,-49,4,0,-111,4
0.0497438907623291,0,-45,4,0,-107,4
0.049474239349365234,0,-41,4,0,-103,4
0.04982805252075195,0,-37,4,0,-100,3
0.049994707107543945,0,-34,3,0,-96,4
0.04998326301574707,0,-30,4,0,-93,3
0.04976987838745117,0,-26,4,0,-89,4
0.05009031295776367,0,-22,4,0,-85,4
0.05040860176086426,0,-18,4,0,-81,4
0.051003217697143555,0,-14,4,0,-78,3
0.05072522163391113,0,-10,4,0,-74,4
1.0910615921020508,0,76,66,0,6,68
0.049681663513183594,0,79,3,0,10,4
0.049188852310180664,0,83,4,0,13,3
0.04937028884887695,0,87,4,0,17,4
0.04991006851196289,0,91,4,0,21,4
0.05062270164489746,0,95,4,0,24,3
0.05538368225097656,0,99,4,0,29,5
0.050020456314086914,0,103,4,0,32,3
0.05252575874328613,0,107,4,0,36,4
0.05247044563293457,0,111,4,0,40,4
0.05022454261779785,0,115,4,0,44,4
0.04935312271118164,0,119,4,0,47,3
