delta,a_speed,a_position,delta_theta_a,d_speed,d_position,delta_theta_d
0.05011606216430664,0,-37,11,0,-60,11
0.05364203453063965,0,-25,12,0,-49,11
0.05366325378417969,0,-14,11,0,-38,11
0.054932355880737305,0,-2,12,0,-26,12
0.053930044174194336,0,10,8,0,-14,12
0.05330204963684082,0,22,12,0,-3,11
0.054090261459350586,0,34,12,0,8,5
0.05339789390563965,0,46,12,0,20,12
0.051447153091430664,0,57,11,0,31,11
0.054773569107055664,0,69,12,0,43,12
0.054697513580322266,0,81,12,0,54,11
0.05361652374267578,0,93,12,0,66,12
0.052738189697265625,0,105,12,0,77,11
0.054892539978027344,0,117,12,0,89,12
0.0529782772064209,0,129,12,0,100,11
0.05414772033691406,0,141,12,0,112,12
0.0532383918762207,0,153,12,0,123,11
0.0595400333404541,0,166,13,0,136,13
0.05434751510620117,0,178,12,0,148,12
0.05398225784301758,0,-171,7,0,159,11
0.0527956485748291,0,-159,12,0,170,11
0.055193424224853516,0,-147,12,0,-179,9
0.05494236946105957,0,-135,12,0,-167,12
0.05563068389892578,0,-123,12,0,-155,12
0.056832313537597656,0,-110,13,0,-143,12
0.05482840538024902,0,-98,12,0,-131,12
0.05511355400085449,0,-86,12,0,-119,12
0.05663466453552246,0,-73,13,0,-107,12
0.05536699295043945,0,-61,12,0,-95,12
0.05368661880493164,0,-49,12,0,-84,11
0.07510137557983398,0,-32,17,0,-68,16
0.05890393257141113,0,-19,13,0,-55,13
0.0565645694732666,0,-7,12,0,-43,12
0.05446338653564453,0,5,2,0,-31,12
0.05414915084838867,0,17,12,0,-20,11
0.0548398494720459,0,29,12,0,-8,12
0.056652069091796875,0,42,13,0,4,4
0.05837559700012207,0,55,13,0,16,12
0.056119441986083984,0,67,12,0,28,12
0.053468942642211914,0,79,12,0,40,12
0.05641961097717285,0,91,12,0,52,12
0.058365821838378906,0,104,13,0,65,13
0.054696083068847656,0,117,13,0,76,11
0.07125401496887207,0,132,15,0,91,15
0.48468971252441406,0,-121,11,0,-166,75
0.05469965934753418,0,-109,12,0,-154,12
0.0549471378326416,0,-97,12,0,-142,12
0.05518054962158203,0,-84,13,0,-131,11
0.053136587142944336,0,-72,12,0,-119,12
0.05294656753540039,0,-61,11,0,-108,11
0.05371379852294922,0,-49,12,0,-96,12
0.05286121368408203,0,-37,12,0,-85,11
0.05253195762634277,0,-25,12,0,-74,11
0.05310678482055664,0,-14,11,0,-63,11
0.061040639877319336,0,0,14,0,-50,13
0.05302023887634277,0,12,12,0,-38,12
0.053600311279296875,0,23,11,0,-27,11
0.05518341064453125,0,35,12,0,-15,12
0.05437493324279785,0,48,13,0,-3,12
0.05480241775512695,0,60,12,0,8,5
0.05455923080444336,0,72,12,0,20,12
0.05528402328491211,0,84,12,0,32,12
0.0555875301361084,0,96,12,0,44,12
0.05429649353027344,0,108,12,0,55,11
0.05314803123474121,0,120,12,0,67,12
0.05419468879699707,0,132,12,0,79,12
0.05464029312133789,0,145,13,0,90,11
0.05404305458068848,0,157,12,0,102,12
0.05495882034301758,0,169,12,0,113,11
0.05681037902832031,0,-180,11,0,125,12
0.05481767654418945,0,-167,13,0,137,12
0.053028106689453125,0,-156,11,0,149,12
0.05294632911682129,0,-144,12,0,160,11
0.05318021774291992,0,-132,12,0,171,11
0.053298234939575195,0,-120,12,0,-178,7
0.05317425727844238,0,-108,12,0,-167,11
0.054262399673461914,0,-96,12,0,-155,12
0.052849531173706055,0,-85,11,0,-144,11
0.053429603576660156,0,-73,12,0,-132,12
0.05379199981689453,0,-61,12,0,-121,11
0.053205251693725586,0,-49,12,0,-110,11
0.05450248718261719,0,-37,12,0,-98,12
0.05488467216491699,0,-25,12,0,-86,12
0.05469346046447754,0,-12,13,0,-74,12
0.05491137504577637,0,0,12,0,-63,11
0.05621647834777832,0,12,12,0,-51,12
0.05425453186035156,0,24,12,0,-39,12
0.06139826774597168,0,38,14,0,-26,13
0.055138349533081055,0,50,12,0,-14,12
0.056333065032958984,0,62,12,0,-2,12
0.05630373954772949,0,75,13,0,10,8
0.05656290054321289,0,87,12,0,22,12
0.054909467697143555,0,100,13,0,34,12
0.05553698539733887,0,112,12,0,46,12
0.053018808364868164,0,124,12,0,57,11
0.055065155029296875,0,136,12,0,69,12
0.05440402030944824,0,148,12,0,81,12
0.05345273017883301,0,160,12,0,92,11
0.05583763122558594,0,172,12,0,104,12
0.05564546585083008,0,-176,4,0,116,12
0.05563783645629883,0,-164,12,0,128,12
0.05406308174133301,0,-152,12,0,139,11
0.0570528507232666,0,-139,13,0,151,12
0.05443620681762695,0,-127,12,0,163,12
0.054505348205566406,0,-115,12,0,175,12
0.05422234535217285,0,-103,12,0,-175,0
0.05508565902709961,0,-91,12,0,-163,12
0.05430769920349121,0,-79,12,0,-151,12
0.05416512489318848,0,-66,13,0,-140,11
0.05305838584899902,0,-55,11,0,-128,12
0.053351402282714844,0,-43,12,0,-117,11
0.054186344146728516,0,-31,12,0,-105,12
0.0531923770904541,0,-19,12,0,-94,11
0.05300545692443848,0,-7,12,0,-83,11
0.052913665771484375,0,5,2,0,-71,12
0.053362131118774414,0,17,12,0,-60,11
0.05440831184387207,0,29,12,0,-48,12
0.052935123443603516,0,40,11,0,-37,11
0.054411888122558594,0,52,12,0,-25,12
0.0558321475982666,0,65,13,0,-13,12
0.05432844161987305,0,77,12,0,-2,11
0.05433988571166992,0,89,12,0,10,8
0.05523395538330078,0,101,12,0,22,12
0.05552363395690918,0,114,13,0,34,12
0.05347800254821777,0,126,12,0,45,11
0.055306434631347656,0,138,12,0,57,12
0.05822348594665527,0,151,13,0,69,12
0.055927276611328125,0,163,12,0,82,13
0.057240962982177734,0,176,13,0,94,12
0.0553584098815918,0,-173,3,0,106,12
0.05584526062011719,0,-160,13,0,117,11
0.05792427062988281,0,-148,12,0,130,13
0.055216312408447266,0,-135,13,0,142,12
0.054612159729003906,0,-123,12,0,153,11
0.05570220947265625,0,-111,12,0,165,12
0.05567049980163574,0,-98,13,0,177,12
0.05753827095031738,0,-86,12,0,-172,5
0.05447554588317871,0,-73,13,0,-160,12
0.052251338958740234,0,-62,11,0,-149,11
0.05230522155761719,0,-50,12,0,-137,12
0.05390763282775879,0,-38,12,0,-126,11
0.05616641044616699,0,-26,12,0,-114,12
0.053910255432128906,0,-14,12,0,-102,12
0.053658246994018555,0,-2,12,0,-91,11
0.05245709419250488,0,10,8,0,-80,11
0.05327796936035156,0,22,12,0,-68,12
0.05285072326660156,0,33,11,0,-57,11
0.05266833305358887,0,45,12,0,-46,11
0.054215192794799805,0,57,12,0,-34,12
0.05517935752868652,0,69,12,0,-22,12
0.05412030220031738,0,81,12,0,-11,11
0.05460524559020996,0,93,12,0,1,10
0.05498456954956055,0,106,13,0,13,12
0.06041121482849121,0,119,13,0,26,13
0.056105852127075195,0,132,13,0,38,12
0.056047677993774414,0,144,12,0,50,12
1.0611834526062012,0,19,125,0,-84,34
0.055544137954711914,0,32,13,0,-72,12
0.05390667915344238,0,44,12,0,-61,11
0.05387234687805176,0,56,12,0,-49,12
0.05470633506774902,0,68,12,0,-38,11
0.05430793762207031,0,80,12,0,-26,12
1.160623550415039,0,-21,59,0,-139,113
0.0538175106048584,0,-9,12,0,-128,11
0.05304312705993652,0,3,6,0,-116,12
0.05257081985473633,0,14,11,0,-105,11
0.05391812324523926,0,26,12,0,-93,12
0.05309557914733887,0,38,12,0,-82,11
0.05299973487854004,0,49,11,0,-71,11
0.0540163516998291,0,61,12,0,-59,12
0.07076859474182129,0,77,16,0,-44,15
0.05286216735839844,0,89,12,0,-33,11
0.05282402038574219,0,101,12,0,-21,12
0.05400896072387695,0,113,12,0,-10,11
0.05445265769958496,0,125,12,0,2,8
0.05373334884643555,0,137,12,0,13,11
0.053693532943725586,0,149,12,0,25,12
0.0701596736907959,0,164,15,0,40,15
0.05530405044555664,0,177,13,0,52,12
0.055693626403808594,0,-172,5,0,64,12
0.055840492248535156,0,-159,13,0,75,11
0.05585145950317383,0,-147,12,0,87,12
0.07133102416992188,0,-131,16,0,103,16
0.057668209075927734,0,-118,13,0,115,12
0.054456472396850586,0,-106,12,0,127,12
0.056017398834228516,0,-94,12,0,139,12
0.05710887908935547,0,-81,13,0,151,12
0.055867671966552734,0,-68,13,0,163,12
0.05722308158874512,0,-56,12,0,175,12
0.0554194450378418,0,-43,13,0,-174,1
0.05386829376220703,0,-31,12,0,-163,11
0.054286956787109375,0,-19,12,0,-151,12
0.05452775955200195,0,-7,12,0,-139,12
0.05298280715942383,0,5,2,0,-128,11
0.053157806396484375,0,17,12,0,-116,12
0.05547308921813965,0,29,12,0,-105,11
0.05414080619812012,0,41,12,0,-93,12
0.05278515815734863,0,53,12,0,-82,11
0.05491757392883301,0,65,12,0,-70,12
0.06003284454345703,0,78,13,0,-57,13
0.05456185340881348,0,90,12,0,-46,11
0.07671475410461426,0,107,17,0,-29,17
0.05452585220336914,0,120,13,0,-18,11
0.054718732833862305,0,132,12,0,-6,12
0.05322074890136719,0,144,12,0,6,0
0.05310249328613281,0,156,12,0,17,11
0.053684234619140625,0,168,12,0,28,11
0.053246259689331055,0,179,11,0,40,12
0.07199859619140625,0,-166,13,0,55,15
0.05293154716491699,0,-154,12,0,67,12
0.0528566837310791,0,-142,12,0,78,11
0.05338096618652344,0,-130,12,0,89,11
0.05367684364318848,0,-118,12,0,101,12
0.05266618728637695,0,-107,11,0,112,11
0.052059173583984375,0,-95,12,0,123,11
0.052347660064697266,0,-83,12,0,134,11
0.05404353141784668,0,-71,12,0,146,12
0.05344963073730469,0,-59,12,0,157,11
0.07308101654052734,0,-43,16,0,173,16
0.053314924240112305,0,-31,12,0,-177,4
0.05328035354614258,0,-19,12,0,-165,12
0.0530703067779541,0,-7,12,0,-154,11
0.05318307876586914,0,4,3,0,-142,12
0.05413222312927246,0,16,12,0,-131,11
0.0534820556640625,0,28,12,0,-119,12
0.05304694175720215,0,40,12,0,-108,11
0.05332636833190918,0,52,12,0,-97,11
0.0540165901184082,0,64,12,0,-85,12
0.056038856506347656,0,76,12,0,-73,12
0.05687832832336426,0,89,13,0,-61,12
0.055703163146972656,0,101,12,0,-49,12
0.052449703216552734,0,113,12,0,-38,11
0.05428671836853027,0,125,12,0,-26,12
0.05382823944091797,0,137,12,0,-15,11
0.07231783866882324,0,153,16,0,1,14
0.05501508712768555,0,165,12,0,13,12
0.07413506507873535,0,-179,14,0,29,16
0.055230140686035156,0,-167,12,0,40,11
0.05506777763366699,0,-155,12,0,52,12
0.05507040023803711,0,-143,12,0,64,12
0.054342031478881836,0,-131,12,0,75,11
0.0538637638092041,0,-119,12,0,87,12
0.05503249168395996,0,-107,12,0,99,12
0.05484938621520996,0,-95,12,0,110,11
0.05488705635070801,0,-82,13,0,122,12
0.05608677864074707,0,-70,12,0,134,12
0.056035757064819336,0,-57,13,0,146,12
0.0565793514251709,0,-45,12,0,158,12
0.05562853813171387,0,-32,13,0,170,12
0.05488228797912598,0,-20,12,0,-179,9
0.05764412879943848,0,-8,12,0,-167,12
0.05474448204040527,0,4,4,0,-155,12
0.06825065612792969,0,19,15,0,-141,14
0.053952693939208984,0,32,13,0,-129,12
0.05273771286010742,0,43,11,0,-117,12
1.2258076667785645,0,-45,2,0,145,28
0.05602741241455078,0,-32,13,0,157,12
