delta,a_speed,a_position,delta_theta_a,d_speed,d_position,delta_theta_d
1.430511474609375e-06,0,0,0,0,0,0
0.08849143981933594,0,0,0,0,0,0
0.05821418762207031,0,0,0,0,0,0
0.05161333084106445,0,2,2,0,1,1
0.05966806411743164,0,7,5,0,6,5
0.05817079544067383,0,13,6,0,12,6
0.06341886520385742,0,21,8,0,20,8
0.05695390701293945,0,28,7,0,26,6
0.05795454978942871,0,35,7,0,33,7
0.058956146240234375,0,42,7,0,40,7
0.0609893798828125,0,49,7,0,47,7
0.060652971267700195,0,57,8,0,55,8
0.06671929359436035,0,65,8,0,63,8
0.058362722396850586,0,72,7,0,70,7
0.05726790428161621,0,79,7,0,76,6
0.0575563907623291,0,87,8,0,83,7
0.0571897029876709,0,93,6,0,90,7
0.059023380279541016,0,101,8,0,97,7
0.06012129783630371,0,108,7,0,104,7
0.057450056076049805,0,115,7,0,111,7
0.06040382385253906,0,123,8,0,119,8
0.059732675552368164,0,130,7,0,126,7
0.059429168701171875,0,138,8,0,133,7
0.060538530349731445,0,145,7,0,140,7
0.06009674072265625,0,153,8,0,147,7
0.06138110160827637,0,160,7,0,154,7
0.06073451042175293,0,168,8,0,162,8
0.060524702072143555,0,175,7,0,169,7
0.058210134506225586,0,-178,3,0,176,7
0.0570528507232666,0,-172,6,0,-179,3
0.057411909103393555,0,-164,8,0,-172,7
0.05735301971435547,0,-157,7,0,-165,7
0.05786848068237305,0,-150,7,0,-158,7
0.0570216178894043,0,-143,7,0,-151,7
0.057373762130737305,0,-136,7,0,-144,7
0.057421207427978516,0,-129,7,0,-138,6
0.059432029724121094,0,-121,8,0,-130,8
0.058045148849487305,0,-114,7,0,-124,6
0.0577387809753418,0,-107,7,0,-117,7
0.07579803466796875,0,-98,9,0,-108,9
0.05716109275817871,0,-91,7,0,-101,7
0.05815744400024414,0,-84,7,0,-94,7
0.06037330627441406,0,-76,8,0,-87,7
0.05840253829956055,0,-69,7,0,-80,7
0.059716224670410156,0,-62,7,0,-73,7
0.05931544303894043,0,-54,8,0,-66,7
0.06034684181213379,0,-46,8,0,-58,8
0.059479475021362305,0,-39,7,0,-51,7
0.05900144577026367,0,-32,7,0,-44,7
0.06057572364807129,0,-24,8,0,-37,7
0.05927014350891113,0,-17,7,0,-30,7
0.0615689754486084,0,-9,8,0,-23,7
0.060494184494018555,0,-2,7,0,-16,7
0.062226057052612305,0,6,4,0,-8,8
0.05767631530761719,0,13,7,0,-1,7
0.05688357353210449,0,20,7,0,6,5
0.05822134017944336,0,27,7,0,13,7
0.06122279167175293,0,35,8,0,20,7
0.059697628021240234,0,42,7,0,27,7
0.05002474784851074,0,49,7,0,33,6
0.050406694412231445,0,55,6,0,39,6
0.04962444305419922,0,61,6,0,45,6
0.049657344818115234,0,67,6,0,51,6
0.04989886283874512,0,73,6,0,57,6
0.05474972724914551,0,80,7,0,63,6
0.0496828556060791,0,86,6,0,69,6
0.04962778091430664,0,92,6,0,75,6
1.1289196014404297,0,-130,38,0,-152,77
