delta,a_speed,a_position,b_speed,b_position
4.5299530029296875e-06,0,0,0,0
0.05770516395568848,0,0,0,0
0.05007171630859375,0,0,0,0
0.05007314682006836,0,1,0,0
0.05007290840148926,0,3,0,0
0.050074100494384766,0,5,0,0
0.050072669982910156,0,7,0,0
0.050081491470336914,0,8,0,0
0.05007219314575195,0,10,0,0
0.05007314682006836,0,12,0,0
0.05007123947143555,0,14,0,0
0.050069570541381836,0,15,0,0
0.05007219314575195,0,17,0,0
0.05006837844848633,0,19,0,0
0.05007195472717285,0,21,0,0
0.05007004737854004,0,23,0,0
0.05006980895996094,0,59,0,0
0.05007028579711914,0,61,0,0
0.05007195472717285,0,63,0,0
0.0500791072845459,0,64,0,0
0.05007338523864746,0,66,0,0
0.05007815361022949,0,68,0,0
0.05011582374572754,0,70,0,0
0.05007290840148926,0,71,0,0
0.05007123947143555,0,73,0,0
0.05007457733154297,0,75,0,0
0.050075531005859375,0,77,0,0
0.05007338523864746,0,79,0,0
0.05007147789001465,0,80,0,0
0.05007362365722656,0,82,0,0
0.05007028579711914,0,84,0,0
0.050071001052856445,0,85,0,0
0.05007290840148926,0,87,0,0
0.050070762634277344,0,89,0,0
0.05007004737854004,0,91,0,0
0.05007290840148926,0,93,0,0
0.05007600784301758,0,94,0,0
0.05006980895996094,0,96,0,0
0.05007147789001465,0,98,0,0
0.050071001052856445,0,100,0,0
0.050069570541381836,0,101,0,0
0.05007672309875488,0,103,0,0
0.05007481575012207,0,105,0,0
0.05007004737854004,0,107,0,0
0.050071001052856445,0,109,0,0
0.05006980895996094,0,110,0,0
0.05007195472717285,0,112,0,0
0.05007171630859375,0,114,0,0
0.05007028579711914,0,115,0,0
0.050073862075805664,0,117,0,0
0.05006909370422363,0,119,0,0
0.05007195472717285,0,121,0,0
0.05006909370422363,0,123,0,0
0.05007791519165039,0,124,0,0
0.05006980895996094,0,126,0,0
0.05006885528564453,0,128,0,0
0.05007290840148926,0,130,0,0
0.05007028579711914,0,131,0,0
0.050107717514038086,0,133,0,0
0.05010247230529785,0,135,0,0
0.05010509490966797,0,137,0,0
0.05009889602661133,0,139,0,0
