delta,a_speed,a_position,b_speed,b_position
8.58306884765625e-06,0,0,0,0
0.058280229568481445,0,0,0,0
0.05009818077087402,0,0,0,0
0.05009007453918457,0,4,0,5
0.05009126663208008,0,14,0,15
0.050099849700927734,0,24,0,25
0.05010247230529785,0,36,0,37
0.050112009048461914,0,47,0,48
0.050148963928222656,0,59,0,59
0.0500941276550293,0,70,0,71
0.05009031295776367,0,80,0,81
0.05016803741455078,0,92,0,93
0.05009937286376953,0,103,0,104
0.05010628700256348,0,114,0,115
0.050093650817871094,0,125,0,126
0.0500948429107666,0,136,0,137
0.05008363723754883,0,147,0,148
0.05008363723754883,0,158,0,159
0.050165414810180664,0,169,0,169
0.05008363723754883,0,180,0,180
0.050128936767578125,0,-170,0,-170
0.050089359283447266,0,-159,0,-159
0.05008816719055176,0,-148,0,-148
0.050186872482299805,0,-138,0,-138
0.05009150505065918,0,-126,0,-126
0.05009174346923828,0,-115,0,-115
0.05009889602661133,0,-104,0,-104
0.05009317398071289,0,-93,0,-94
0.05009198188781738,0,-81,0,-81
0.05009293556213379,0,-71,0,-70
0.0500950813293457,0,-59,0,-59
0.05008983612060547,0,-48,0,-48
0.05014538764953613,0,-37,0,-37
0.050086259841918945,0,-26,0,-26
0.05009269714355469,0,-15,0,-15
0.05008959770202637,0,-3,0,-4
0.05008864402770996,0,8,0,7
0.05023837089538574,0,19,0,18
0.050090789794921875,0,29,0,28
0.050086259841918945,0,41,0,40
0.050092458724975586,0,51,0,50
0.05009126663208008,0,62,0,61
0.0500946044921875,0,73,0,72
0.05009055137634277,0,84,0,83
0.050090789794921875,0,95,0,94
0.050084590911865234,0,106,0,106
0.05010485649108887,0,117,0,116
0.050089120864868164,0,128,0,128
0.050087928771972656,0,138,0,138
0.050093889236450195,0,149,0,149
0.050090789794921875,0,160,0,159
0.05009317398071289,0,171,0,170
0.05009102821350098,0,-179,0,180
0.05009722709655762,0,-167,0,-169
0.050126075744628906,0,-157,0,-159
0.050096750259399414,0,-145,0,-147
0.05008864402770996,0,-132,0,-134
0.050093889236450195,0,-121,0,-123
0.05008554458618164,0,-110,0,-112
0.05009865760803223,0,-96,0,-97
0.05009317398071289,0,-86,0,-87
0.05008554458618164,0,-74,0,-75
0.050087928771972656,0,-64,0,-65
0.05008411407470703,0,-53,0,-54
0.050084829330444336,0,-42,0,-44
0.05008506774902344,0,-31,0,-33
0.05008244514465332,0,-21,0,-23
0.05008244514465332,0,-10,0,-12
0.05009746551513672,0,0,0,-2
0.05009770393371582,0,12,0,9
0.050084590911865234,0,22,0,19
0.05008840560913086,0,33,0,30
0.05008816719055176,0,44,0,41
0.05009627342224121,0,55,0,52
0.050087690353393555,0,65,0,63
0.05009913444519043,0,76,0,74
0.05016279220581055,0,87,0,84
0.05008697509765625,0,98,0,95
0.0501103401184082,0,108,0,106
0.05011272430419922,0,119,0,117
0.0501255989074707,0,130,0,128
0.050069570541381836,0,141,0,138
0.050069570541381836,0,151,0,148
0.050070762634277344,0,161,0,158
0.050078392028808594,0,172,0,169
0.0500798225402832,0,-179,0,178
0.05006742477416992,0,-168,0,-172
0.05007362365722656,0,-158,0,-162
0.05007290840148926,0,-148,0,-152
0.050069332122802734,0,-137,0,-141
0.05008959770202637,0,-128,0,-132
0.05007028579711914,0,-117,0,-121
0.0500788688659668,0,-107,0,-111
0.05008101463317871,0,-97,0,-100
0.050070762634277344,0,-87,0,-90
0.050071001052856445,0,-77,0,-80
0.050069570541381836,0,-66,0,-69
0.05006980895996094,0,-56,0,-60
0.05007028579711914,0,-46,0,-49
0.05007052421569824,0,-36,0,-39
0.050070762634277344,0,-25,0,-29
0.05007028579711914,0,-15,0,-19
0.05008220672607422,0,-5,0,-9
0.050070762634277344,0,6,0,1
0.050075531005859375,0,15,0,11
0.05007767677307129,0,26,0,21
0.05007576942443848,0,36,0,32
0.05007505416870117,0,46,0,42
0.05007743835449219,0,57,0,52
0.05007529258728027,0,67,0,62
0.050080299377441406,0,78,0,73
0.05007028579711914,0,88,0,83
