delta,a_speed,a_position,b_speed,b_position
1.6689300537109375e-06,0,0,0,0
0.09209465980529785,0,0,0,0
0.056679487228393555,0,0,0,0
0.04874110221862793,0,2,0,2
0.04975485801696777,0,9,0,9
0.049436092376708984,0,19,0,19
0.0493624210357666,0,30,0,29
0.04891014099121094,0,41,0,41
0.050287485122680664,0,54,0,52
0.049529314041137695,0,66,0,64
0.05248451232910156,0,79,0,76
0.05031991004943848,0,91,0,88
0.04906606674194336,0,103,0,100
0.04866170883178711,0,115,0,111
0.048442840576171875,0,128,0,123
0.04912281036376953,0,140,0,134
0.04844093322753906,0,152,0,146
0.050575971603393555,0,165,0,158
0.04950094223022461,0,177,0,169
0.049947500228881836,0,-171,0,-180
0.04951190948486328,0,-159,0,-168
0.050124168395996094,0,-146,0,-156
0.049379587173461914,0,-134,0,-144
0.04953742027282715,0,-121,0,-132
0.04844045639038086,0,-109,0,-121
0.05377697944641113,0,-96,0,-108
0.053235530853271484,0,-83,0,-96
0.05121445655822754,0,-69,0,-83
0.05190443992614746,0,-56,0,-71
0.051733970642089844,0,-43,0,-59
0.051705121994018555,0,-30,0,-46
0.05423259735107422,0,-16,0,-33
0.051459550857543945,0,-4,0,-21
0.054480552673339844,0,10,0,-8
0.050525665283203125,0,23,0,4
0.07027888298034668,0,41,0,20
0.05065512657165527,0,54,0,33
0.053278207778930664,0,67,0,45
0.05323481559753418,0,80,0,57
0.05318284034729004,0,94,0,70
0.05330491065979004,0,107,0,83
0.052571773529052734,0,120,0,95
0.052283525466918945,0,134,0,108
0.05110049247741699,0,147,0,121
0.051708221435546875,0,159,0,132
0.051796913146972656,0,173,0,145
0.05101943016052246,0,-175,0,157
0.05246376991271973,0,-162,0,170
0.05165576934814453,0,-149,0,-179
0.05147576332092285,0,-136,0,-167
0.05109071731567383,0,-123,0,-154
0.05341768264770508,0,-110,0,-142
0.05154991149902344,0,-97,0,-130
0.05364871025085449,0,-83,0,-117
0.051667213439941406,0,-71,0,-105
0.051065921783447266,0,-57,0,-92
0.0513148307800293,0,-44,0,-80
0.05383038520812988,0,-31,0,-68
0.05130743980407715,0,-18,0,-55
0.05119967460632324,0,-5,0,-43
0.053809165954589844,0,8,0,-30
0.051779985427856445,0,22,0,-18
0.052028656005859375,0,35,0,-5
0.05051827430725098,0,48,0,7
0.05036163330078125,0,61,0,19
0.050283193588256836,0,73,0,31
0.050473928451538086,0,86,0,43
0.051721811294555664,0,99,0,55
0.0511474609375,0,112,0,67
0.05172586441040039,0,125,0,79
0.05163121223449707,0,138,0,92
0.0507197380065918,0,151,0,104
0.05091381072998047,0,164,0,116
0.05179262161254883,0,177,0,128
0.05385470390319824,0,-171,0,140
0.053000450134277344,0,-157,0,153
0.05204296112060547,0,-144,0,166
0.06162595748901367,0,-129,0,180
0.05256390571594238,0,-115,0,-168
0.054743051528930664,0,-101,0,-155
0.052855730056762695,0,-88,0,-143
0.05130362510681152,0,-75,0,-131
0.052613258361816406,0,-62,0,-118
0.0531001091003418,0,-48,0,-105
0.051733970642089844,0,-36,0,-93
0.05476784706115723,0,-22,0,-81
0.05073070526123047,0,-9,0,-68
0.051603078842163086,0,4,0,-56
